,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF ID,Remote/Onsite,Primary Work Month,Time Zone,Task ID,Company,"Executive 
Sponsor",Project Lead,Project Support,NVA ,Billing/Set Up,Products,Status,Next Steps,Contract Signed,SRA Enabled,SRA Kickoff (SRA),Receive Policies and Procedures/BAA (SRA),Review Policies and Procedures (SRA),Schedule Onsite/Remote Interview (SRA),Go Onsite/Have Interview (SRA),Recieve Requested Follow up Documentation (SRA),Review SRA (SRA),Schedule Final SRA Report (SRA),Present Final SRA Report (SRA),NVA Enabled,NVA Kickoff (NVA),Receive Network Security Platform,Receive Credentials (NVA),Verify Access (NVA),Execute External Scan,Execute Dark Web Scan,Install Nessus,Execute Internal Scan,AdTidy,SpecOps,Nmap Scan,Scans Completed (NVA),Access Removed (NVA),Compile Report (NVA),Schedule Final NVA Report (NVA),Present Final NVA Report (NVA),Total Days,P+P Days,Wrap Up Days,NVA Access,NVA Scans Complete,NVA Wrap Up Days,Kickoff + 30 days,ACD,Disparity,Kickoff + 28 days,ACD,Disparity,
9885,Remote,Oct,PST,86abt57k7,Parktree CHC,,Jordan,Molly,,Billed/Set Up,SRA,On Track,10/22 - Complete interviews 10/23 and compile information for final review,,TRUE,8/28/25,9/2/25,9/16/25,9/26/25,10/23/25,TBC,TBC,TBC,12/1/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,68,,,,,,,,,,,,
2081915,Onsite,Oct,EST,86ac6wqkh,American Healthcare (SRA),,Margaret,Margaret,,Billed/Set Up,SRA (Renewal),,"10/13 - Kickoff
",,TRUE,10/13/25,TBC,TBC,10/16/25,11/18/25,TBC,TBC,TBC,12/3/25,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,38,,,,,,,,,,,,
9350,Remote,Nov,AZ,86ackjcb5,The Pain Center of Arizona,,Margaret,Margaret,,Billed/Set Up,SRA (Renewal),,,,TRUE,10/31/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,12/8/25,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,27,,,,,,,,,,,,
,,,,86acntqyp,Mariposa,,Dan,,,Billed/Set Up,NVA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,11/12/25,,NA,NA,,,,,,,,NA,NA,NA,NA,12/3/2025,16,,,,,,,,,,,,
9119,Onsite,Nov,CST,86abrvvme,Balance Health,,Joe,Rachel,,Billed/Set Up,SRA (Renewal),On Track,10/9 - Rachel met with PJ and confirmed we can pull forward documentation from last year. Policies on platform,,TRUE,8/26/25,TBC,TBC,8/26/25,11/5/25,TBC,TBC,TBC,12/10/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,77,,,,,,,,,,,,
3437,Onsite,Nov,PST,86abr2hzg,HRH,Joe,Jordan,,,Billed/Set Up,SRA (Renewal),On Track,5/21 - kickoff,6/30/2024,TRUE,5/21/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,12/11/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,147,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,6/18/2025,12/11/2025,176,,,,
7600,Remote,Nov,EST,86acyv1q2,AHC Q4,,Dan,,TRUE,Billed/Set Up,NVA (Renewal),,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,12/2/25,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,12/15/2025,10,,,,,,,,,,,,
6088,Remote,Nov,AZ,86abt8ah5,Arizona Alliance for Community Health Centers,Joe,Margaret,Margaret,,Billed/Set Up,SRA (Renewal),On Track,Interviews scheduled for 10/4,,TRUE,8/1/25,TBC,TBC,8/1/25,11/4/25,TBC,TBC,TBC,12/15/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,97,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8/29/2025,12/15/2025,108,,,,
10931,Remote,Oct,PST,86abt57pv,Alcar Health,,Jordan,Jordan,,Billed/Set up,SRA,On Track,10/22 - Follow up on documentation,,TRUE,9/10/25,10/15/25,TBC,TBC,TBC,TBC,TBC,TBC,12/22/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,74,,,,,,,,,,,,
11347,Remote,Dec,CST,86admgzbp,"Clark Neurosurgery & Spine, PC",,Margaret,,,.5 billed/Set up,SRA,,,,TRUE,12/3/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,12/23/25,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,15,,,,,,,,,,,,
9125,Remote,Dec,CST,86adbmcxa,Citizens Medical Center,,Margaret,,,.5 billed/Not set up,SRA,,,,TRUE,11/26/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,12/29/25,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,24,,,,,,,,,,,,
8727,Remote,Nov,PST,86abrc1br,Federal Way Naturopathy,Joe,Jordan,,,.5 billed/Set up,SRA (Renewal),On Track,Reach out mid-October to schedule kickoff in November,,TRUE,11/20/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/8/26,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,36,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,12/18/2025,1/8/2026,21,,,,
5782,Remote,Nov,PST,86abrv8y6,Hinet,,Dan,Jordan,TRUE,.5 billed/Set up,SRA+NVA (Renewal),On Track,"9/30 - Follow up on documentation
",,TRUE,9/23/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/8/26,TRUE,9/23/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,78,,,,,,,,,,,,
10586,Remote,Oct,PST,86abt57u2,ACS,,Joe,Rachel,TRUE,.5 billed/Set up,SRA (Renewal),On Track,10/30 - Kickoff,,TRUE,10/30/25,TBC,TBC,TBC,12/18/25,TBC,TBC,TBC,1/14/26,TRUE,9/23/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,55,,,,,,,,,,,,
10578,Remote,,CST,86abt80yq,Woodlands Healing Research Center,Joe,Margaret,,,.5 billed/Not set up,SRA (Renewal),On Track,,10/16/2024,TRUE,12/26/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,12/30/25,,NA,Not Applicable,NA,NA,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,NA,3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1/23/2026,12/30/2025,-24,,,,
10951,Onsite,Oct,PST,86ac49abh,Latinos En Spokane (LES),,Jordan,Dan,,Billed/Set up,SRA,On Track,"10/8 - Follow up on documentation
",,TRUE,9/29/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,12/29/25,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,66,,,,,,,,,,,,
9273,Onsite,Dec,AK,86ac5zcf6,Yakutat,,Joe,Rachel,TRUE,.5 billed/Set up,SRA+NVA (Renewal),,"10/14 - Kickoff
",,TRUE,10/14/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/20/26,TRUE,TBC,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,TBC,71,,,,,,,,,,,,
8779,Onsite,Dec,EST,86ac5zc0a,Connect Health + Wellness,,Jordan,,,.5 billed/Set up,SRA (Renewal),,"10/8 - Kickoff
",,TRUE,10/8/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/19/26,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,74,,,,,,,,,,,,
8740,Remote,Dec,CST,86acgd93j,Space City Pain,,Jordan,,,.5 billed/Set up,SRA (Renewal),,,,TRUE,11/19/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/14/26,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,41,,,,,,,,,,,,
10850,Onsite,Nov,PST,86acmctjn,Lake Chelan,,Jordan,Summer,,.5 billed/Set up,SRA,,,,TRUE,11/4/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/20/26,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,56,,,,,,,,,,,,
8995,Remote,Nov,AZ,86acgd97d,NATIVE Health,,Margaret,Dan,TRUE,.5 billed/Set up,SRA+NVA (Renewal),,,,TRUE,10/29/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/7/26,TRUE,TBC,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,TBC,51,,,,,,,,,,,,
8519,Onsite,Dec,PST,86ad196db,Benewah,,Dan,Brayden,,.5 billed/Set up,SRA,,,,TRUE,11/10/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/8/26,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,44,,,,,,,,,,,,
5754,Remote,Nov,PST,86acntmaz,Maier MD,,Dan,,TRUE,Billed monthly/Not set up,SRA+NVA (Renewal),,,,TRUE,11/7/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/14/26,TRUE,11/7/25,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,TBC,49,,,,,,,,,,,,
8498,Onsite,Dec,CST,86ad7x2ez,Hope Clinic,,Jordan,,,.5 billed/Set up,SRA (Renewal),,,,TRUE,10/23/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/12/26,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,58,,,,,,,,,,,,
10797,Onsite,Dec,PST,86ad7txgw,Hope and Healing Clinic,,Jordan,Dan,TRUE,.5 billed/Set up,SRA+NVA,,,,TRUE,11/12/25,TBC,TBC,11/11/25,11/12/25,TBC,TBC,TBC,1/13/26,TRUE,TBC,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,TBC,45,,,,,,,,,,,,
5998,Onsite,Dec,AK,86addaana,Anchorage Neighborhood Health Center,,Joe,Rachel,,.5 billed/Set up,SRA,,,,TRUE,11/25/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/6/26,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,31,,,,,,,,,,,,
9034,Remote,Dec,EST,86adbmc7v,Robeson Health Care Corporation,,Margaret,,TRUE,.5 billed/Set up,SRA+NVA,,,,TRUE,11/25/25,TBC,TBC,TBC,TBC,TBC,TBC,TBC,1/16/26,TRUE,TBC,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,TBC,39,,,,,,,,,,,,
10779,Remote,Dec,EST,86ad85kyp,Optimal Group,,Margaret,,,.5 billed/Set up,SRA (Renewal),,,,,12/3/25,NA,NA,NA,NA,NA,NA,NA,1/12/26,,NA,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,29,,,,,,,,,,,,
8753,Remote,Dec,EST,86adqmcht,"Arthritis, Rheumatic, and Bone Disease",,Dan,,TRUE,.5 billed/Set up,NVA (Renewal),,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,12/18/25,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,1/14/26,20,,,,,,,,,,,,
10685,Remote,Nov,EST,86acyv18g,UPC Q4,,Dan,,TRUE,.5 billed/Set up,NVA (Renewal),,"Consider Adv NVA

",,,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,12/1/26,,TBC,TBC,,,,,,,,TBC,TBC,TBC,TBC,12/31/2026,23,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,
